Rule ID,Source Sheet,Source Cell,Business Label Context,Workbook Formula,Cached Value,Implementation Status
WB_JIRA_MEP_CSV_TEMPLATE_K27,Jira MEP csv template,K27,Story | This task for the PMs from CI and the Customer to coordinate a cadence of executive alignment check-in meetings throughout the course of the project. Best practice is for this cadence to be monthly. Executive alignment calls are facilitated & scheduled by the project manager. Should include ,"IF(TRIM(Table1[[#This Row],[Outward issue link (Blocks) Issue Summary 31]])="""","""",
   _xlfn.XLOOKUP(Table1[[#This Row],[Outward issue link (Blocks) Issue Summary 31]],
           Table1[Summary],
           Table1[Issue Type ID])
)",,REPLACED_BY_JIRA_CSV_EXPORT
WB_JIRA_MEP_CSV_TEMPLATE_M27,Jira MEP csv template,M27,Story | This task for the PMs from CI and the Customer to coordinate a cadence of executive alignment check-in meetings throughout the course of the project. Best practice is for this cadence to be monthly. Executive alignment calls are facilitated & scheduled by the project manager. Should include ,"IF(TRIM(Table1[[#This Row],[Outward issue link (Blocks) Issue Summary 32]])="""","""",
   _xlfn.XLOOKUP(Table1[[#This Row],[Outward issue link (Blocks) Issue Summary 32]],
           Table1[Summary],
           Table1[Issue Type ID])
)",,REPLACED_BY_JIRA_CSV_EXPORT
WB_JIRA_MEP_CSV_TEMPLATE_O27,Jira MEP csv template,O27,Story | This task for the PMs from CI and the Customer to coordinate a cadence of executive alignment check-in meetings throughout the course of the project. Best practice is for this cadence to be monthly. Executive alignment calls are facilitated & scheduled by the project manager. Should include ,"IF(TRIM(Table1[[#This Row],[Outward issue link (Blocks) Issue Summary 33]])="""","""",
   _xlfn.XLOOKUP(Table1[[#This Row],[Outward issue link (Blocks) Issue Summary 33]],
           Table1[Summary],
           Table1[Issue Type ID])
)",,REPLACED_BY_JIRA_CSV_EXPORT
WB_JIRA_MEP_CSV_TEMPLATE_Q27,Jira MEP csv template,Q27,Story | This task for the PMs from CI and the Customer to coordinate a cadence of executive alignment check-in meetings throughout the course of the project. Best practice is for this cadence to be monthly. Executive alignment calls are facilitated & scheduled by the project manager. Should include ,"IF(TRIM(Table1[[#This Row],[Outward issue link (Blocks) Issue Summary 34]])="""","""",
   _xlfn.XLOOKUP(Table1[[#This Row],[Outward issue link (Blocks) Issue Summary 34]],
           Table1[Summary],
           Table1[Issue Type ID])
)",,REPLACED_BY_JIRA_CSV_EXPORT
WB_JIRA_MEP_CSV_TEMPLATE_S27,Jira MEP csv template,S27,Story | This task for the PMs from CI and the Customer to coordinate a cadence of executive alignment check-in meetings throughout the course of the project. Best practice is for this cadence to be monthly. Executive alignment calls are facilitated & scheduled by the project manager. Should include ,"IF(TRIM(Table1[[#This Row],[Outward issue link (Blocks) Issue Summary 35]])="""","""",
   _xlfn.XLOOKUP(Table1[[#This Row],[Outward issue link (Blocks) Issue Summary 35]],
           Table1[Summary],
           Table1[Issue Type ID])
)",,REPLACED_BY_JIRA_CSV_EXPORT
WB_JIRA_MEP_CSV_TEMPLATE_Z27,Jira MEP csv template,Z27,Story | This task for the PMs from CI and the Customer to coordinate a cadence of executive alignment check-in meetings throughout the course of the project. Best practice is for this cadence to be monthly. Executive alignment calls are facilitated & scheduled by the project manager. Should include ,"IFERROR(IF(TRIM(Table1[[#This Row],[Epic Name]])="""","""", _xlfn.XLOOKUP(Table1[[#This Row],[Epic Name]], Table1[Summary], Table1[Issue Type ID])), "" "")",1,REPLACED_BY_JIRA_CSV_EXPORT
WB_JIRA_MEP_CSV_TEMPLATE_B28,Jira MEP csv template,B28,Story | Customer Administrative training is purely self-paced online training the that the customer admin is requried to complete. This is an important steps & must be completed prior to any testing starting. PM and CI team need to be sure to stress the importance of thsi training and the customer's,,27,REPLACED_BY_JIRA_CSV_EXPORT
WB_JIRA_MEP_CSV_TEMPLATE_F28,Jira MEP csv template,F28,Story | Customer Administrative training is purely self-paced online training the that the customer admin is requried to complete. This is an important steps & must be completed prior to any testing starting. PM and CI team need to be sure to stress the importance of thsi training and the customer's,"IFERROR(_xlfn.XLOOKUP(Table1[[#This Row],[Summary]],Calculations!A:A,Calculations!E:E),0)",0,REPLACED_BY_JIRA_CSV_EXPORT
WB_JIRA_MEP_CSV_TEMPLATE_G28,Jira MEP csv template,G28,Story | Customer Administrative training is purely self-paced online training the that the customer admin is requried to complete. This is an important steps & must be completed prior to any testing starting. PM and CI team need to be sure to stress the importance of thsi training and the customer's,"Table1[[#This Row],[Original estimate (in hours)]]",0,REPLACED_BY_JIRA_CSV_EXPORT
WB_JIRA_MEP_CSV_TEMPLATE_I28,Jira MEP csv template,I28,Story | Customer Administrative training is purely self-paced online training the that the customer admin is requried to complete. This is an important steps & must be completed prior to any testing starting. PM and CI team need to be sure to stress the importance of thsi training and the customer's,"IF(TRIM(Table1[[#This Row],[Outward issue link (Blocks) Issue Summary]])="""","""",
   _xlfn.XLOOKUP(Table1[[#This Row],[Outward issue link (Blocks) Issue Summary]],
           Table1[Summary],
           Table1[Issue Type ID])
)",,REPLACED_BY_JIRA_CSV_EXPORT
WB_JIRA_MEP_CSV_TEMPLATE_K28,Jira MEP csv template,K28,Story | Customer Administrative training is purely self-paced online training the that the customer admin is requried to complete. This is an important steps & must be completed prior to any testing starting. PM and CI team need to be sure to stress the importance of thsi training and the customer's,"IF(TRIM(Table1[[#This Row],[Outward issue link (Blocks) Issue Summary 31]])="""","""",
   _xlfn.XLOOKUP(Table1[[#This Row],[Outward issue link (Blocks) Issue Summary 31]],
           Table1[Summary],
           Table1[Issue Type ID])
)",,REPLACED_BY_JIRA_CSV_EXPORT
WB_JIRA_MEP_CSV_TEMPLATE_M28,Jira MEP csv template,M28,Story | Customer Administrative training is purely self-paced online training the that the customer admin is requried to complete. This is an important steps & must be completed prior to any testing starting. PM and CI team need to be sure to stress the importance of thsi training and the customer's,"IF(TRIM(Table1[[#This Row],[Outward issue link (Blocks) Issue Summary 32]])="""","""",
   _xlfn.XLOOKUP(Table1[[#This Row],[Outward issue link (Blocks) Issue Summary 32]],
           Table1[Summary],
           Table1[Issue Type ID])
)",,REPLACED_BY_JIRA_CSV_EXPORT
WB_JIRA_MEP_CSV_TEMPLATE_O28,Jira MEP csv template,O28,Story | Customer Administrative training is purely self-paced online training the that the customer admin is requried to complete. This is an important steps & must be completed prior to any testing starting. PM and CI team need to be sure to stress the importance of thsi training and the customer's,"IF(TRIM(Table1[[#This Row],[Outward issue link (Blocks) Issue Summary 33]])="""","""",
   _xlfn.XLOOKUP(Table1[[#This Row],[Outward issue link (Blocks) Issue Summary 33]],
           Table1[Summary],
           Table1[Issue Type ID])
)",,REPLACED_BY_JIRA_CSV_EXPORT
WB_JIRA_MEP_CSV_TEMPLATE_Q28,Jira MEP csv template,Q28,Story | Customer Administrative training is purely self-paced online training the that the customer admin is requried to complete. This is an important steps & must be completed prior to any testing starting. PM and CI team need to be sure to stress the importance of thsi training and the customer's,"IF(TRIM(Table1[[#This Row],[Outward issue link (Blocks) Issue Summary 34]])="""","""",
   _xlfn.XLOOKUP(Table1[[#This Row],[Outward issue link (Blocks) Issue Summary 34]],
           Table1[Summary],
           Table1[Issue Type ID])
)",,REPLACED_BY_JIRA_CSV_EXPORT
WB_JIRA_MEP_CSV_TEMPLATE_S28,Jira MEP csv template,S28,Story | Customer Administrative training is purely self-paced online training the that the customer admin is requried to complete. This is an important steps & must be completed prior to any testing starting. PM and CI team need to be sure to stress the importance of thsi training and the customer's,"IF(TRIM(Table1[[#This Row],[Outward issue link (Blocks) Issue Summary 35]])="""","""",
   _xlfn.XLOOKUP(Table1[[#This Row],[Outward issue link (Blocks) Issue Summary 35]],
           Table1[Summary],
           Table1[Issue Type ID])
)",,REPLACED_BY_JIRA_CSV_EXPORT
WB_JIRA_MEP_CSV_TEMPLATE_Z28,Jira MEP csv template,Z28,Story | Customer Administrative training is purely self-paced online training the that the customer admin is requried to complete. This is an important steps & must be completed prior to any testing starting. PM and CI team need to be sure to stress the importance of thsi training and the customer's,"IFERROR(IF(TRIM(Table1[[#This Row],[Epic Name]])="""","""", _xlfn.XLOOKUP(Table1[[#This Row],[Epic Name]], Table1[Summary], Table1[Issue Type ID])), "" "")",1,REPLACED_BY_JIRA_CSV_EXPORT
WB_JIRA_MEP_CSV_TEMPLATE_B29,Jira MEP csv template,B29,"Story | The customer gateway and infrastructure set up is a customer task to get any of the action items that they have come out of that architecture Design workshop completed. Resulting actions might be setting up a gateway server, gaining access to network for printing, or if they're hosting any o",,28,REPLACED_BY_JIRA_CSV_EXPORT
WB_JIRA_MEP_CSV_TEMPLATE_C29,Jira MEP csv template,C29,"Story | The customer gateway and infrastructure set up is a customer task to get any of the action items that they have come out of that architecture Design workshop completed. Resulting actions might be setting up a gateway server, gaining access to network for printing, or if they're hosting any o","IF(Calculations!E16>0,""Gateway Installation"",""Not Included - Gateway Installation"")",Not Included - Gateway Installation,REPLACED_BY_JIRA_CSV_EXPORT
WB_JIRA_MEP_CSV_TEMPLATE_F29,Jira MEP csv template,F29,"Story | The customer gateway and infrastructure set up is a customer task to get any of the action items that they have come out of that architecture Design workshop completed. Resulting actions might be setting up a gateway server, gaining access to network for printing, or if they're hosting any o","IFERROR(_xlfn.XLOOKUP(Table1[[#This Row],[Summary]],Calculations!A:A,Calculations!E:E),""Not Included"")",Not Included,REPLACED_BY_JIRA_CSV_EXPORT
WB_JIRA_MEP_CSV_TEMPLATE_G29,Jira MEP csv template,G29,"Story | The customer gateway and infrastructure set up is a customer task to get any of the action items that they have come out of that architecture Design workshop completed. Resulting actions might be setting up a gateway server, gaining access to network for printing, or if they're hosting any o","Table1[[#This Row],[Original estimate (in hours)]]",Not Included,REPLACED_BY_JIRA_CSV_EXPORT
WB_JIRA_MEP_CSV_TEMPLATE_I29,Jira MEP csv template,I29,"Story | The customer gateway and infrastructure set up is a customer task to get any of the action items that they have come out of that architecture Design workshop completed. Resulting actions might be setting up a gateway server, gaining access to network for printing, or if they're hosting any o","IF(TRIM(Table1[[#This Row],[Outward issue link (Blocks) Issue Summary]])="""","""",
   _xlfn.XLOOKUP(Table1[[#This Row],[Outward issue link (Blocks) Issue Summary]],
           Table1[Summary],
           Table1[Issue Type ID])
)",,REPLACED_BY_JIRA_CSV_EXPORT
WB_JIRA_MEP_CSV_TEMPLATE_K29,Jira MEP csv template,K29,"Story | The customer gateway and infrastructure set up is a customer task to get any of the action items that they have come out of that architecture Design workshop completed. Resulting actions might be setting up a gateway server, gaining access to network for printing, or if they're hosting any o","IF(TRIM(Table1[[#This Row],[Outward issue link (Blocks) Issue Summary 31]])="""","""",
   _xlfn.XLOOKUP(Table1[[#This Row],[Outward issue link (Blocks) Issue Summary 31]],
           Table1[Summary],
           Table1[Issue Type ID])
)",,REPLACED_BY_JIRA_CSV_EXPORT
WB_JIRA_MEP_CSV_TEMPLATE_M29,Jira MEP csv template,M29,"Story | The customer gateway and infrastructure set up is a customer task to get any of the action items that they have come out of that architecture Design workshop completed. Resulting actions might be setting up a gateway server, gaining access to network for printing, or if they're hosting any o","IF(TRIM(Table1[[#This Row],[Outward issue link (Blocks) Issue Summary 32]])="""","""",
   _xlfn.XLOOKUP(Table1[[#This Row],[Outward issue link (Blocks) Issue Summary 32]],
           Table1[Summary],
           Table1[Issue Type ID])
)",,REPLACED_BY_JIRA_CSV_EXPORT
WB_JIRA_MEP_CSV_TEMPLATE_O29,Jira MEP csv template,O29,"Story | The customer gateway and infrastructure set up is a customer task to get any of the action items that they have come out of that architecture Design workshop completed. Resulting actions might be setting up a gateway server, gaining access to network for printing, or if they're hosting any o","IF(TRIM(Table1[[#This Row],[Outward issue link (Blocks) Issue Summary 33]])="""","""",
   _xlfn.XLOOKUP(Table1[[#This Row],[Outward issue link (Blocks) Issue Summary 33]],
           Table1[Summary],
           Table1[Issue Type ID])
)",,REPLACED_BY_JIRA_CSV_EXPORT
WB_JIRA_MEP_CSV_TEMPLATE_Q29,Jira MEP csv template,Q29,"Story | The customer gateway and infrastructure set up is a customer task to get any of the action items that they have come out of that architecture Design workshop completed. Resulting actions might be setting up a gateway server, gaining access to network for printing, or if they're hosting any o","IF(TRIM(Table1[[#This Row],[Outward issue link (Blocks) Issue Summary 34]])="""","""",
   _xlfn.XLOOKUP(Table1[[#This Row],[Outward issue link (Blocks) Issue Summary 34]],
           Table1[Summary],
           Table1[Issue Type ID])
)",,REPLACED_BY_JIRA_CSV_EXPORT
WB_JIRA_MEP_CSV_TEMPLATE_S29,Jira MEP csv template,S29,"Story | The customer gateway and infrastructure set up is a customer task to get any of the action items that they have come out of that architecture Design workshop completed. Resulting actions might be setting up a gateway server, gaining access to network for printing, or if they're hosting any o","IF(TRIM(Table1[[#This Row],[Outward issue link (Blocks) Issue Summary 35]])="""","""",
   _xlfn.XLOOKUP(Table1[[#This Row],[Outward issue link (Blocks) Issue Summary 35]],
           Table1[Summary],
           Table1[Issue Type ID])
)",,REPLACED_BY_JIRA_CSV_EXPORT
WB_JIRA_MEP_CSV_TEMPLATE_Z29,Jira MEP csv template,Z29,"Story | The customer gateway and infrastructure set up is a customer task to get any of the action items that they have come out of that architecture Design workshop completed. Resulting actions might be setting up a gateway server, gaining access to network for printing, or if they're hosting any o","IFERROR(IF(TRIM(Table1[[#This Row],[Epic Name]])="""","""", _xlfn.XLOOKUP(Table1[[#This Row],[Epic Name]], Table1[Summary], Table1[Issue Type ID])), "" "")",1,REPLACED_BY_JIRA_CSV_EXPORT
WB_JIRA_MEP_CSV_TEMPLATE_B30,Jira MEP csv template,B30,"Story | This task is for the infrastructure consultant to install the Enterprise Printing Platform. If on-premise, requires the customer to have provided a completed CIM and provisioned the necessary server according to specs provided in the ADW/ADD. | Not Included",,29,REPLACED_BY_JIRA_CSV_EXPORT
WB_JIRA_MEP_CSV_TEMPLATE_C30,Jira MEP csv template,C30,"Story | This task is for the infrastructure consultant to install the Enterprise Printing Platform. If on-premise, requires the customer to have provided a completed CIM and provisioned the necessary server according to specs provided in the ADW/ADD. | Not Included","IF(Calculations!E14=0, ""Not Included - Enterprise Printing Platform Installation"", ""Enterprise Printing Platform Installation"")",Not Included - Enterprise Printing Platform Installation,REPLACED_BY_JIRA_CSV_EXPORT
WB_JIRA_MEP_CSV_TEMPLATE_F30,Jira MEP csv template,F30,"Story | This task is for the infrastructure consultant to install the Enterprise Printing Platform. If on-premise, requires the customer to have provided a completed CIM and provisioned the necessary server according to specs provided in the ADW/ADD. | Not Included","IFERROR(_xlfn.XLOOKUP(Table1[[#This Row],[Summary]],Calculations!A:A,Calculations!E:E),""Not Included"")",Not Included,REPLACED_BY_JIRA_CSV_EXPORT
WB_JIRA_MEP_CSV_TEMPLATE_G30,Jira MEP csv template,G30,"Story | This task is for the infrastructure consultant to install the Enterprise Printing Platform. If on-premise, requires the customer to have provided a completed CIM and provisioned the necessary server according to specs provided in the ADW/ADD. | Not Included","Table1[[#This Row],[Original estimate (in hours)]]",Not Included,REPLACED_BY_JIRA_CSV_EXPORT
WB_JIRA_MEP_CSV_TEMPLATE_H30,Jira MEP csv template,H30,"Story | This task is for the infrastructure consultant to install the Enterprise Printing Platform. If on-premise, requires the customer to have provided a completed CIM and provisioned the necessary server according to specs provided in the ADW/ADD. | Not Included",C31,Not Included - EPP Print Bridge Installation,REPLACED_BY_JIRA_CSV_EXPORT
WB_JIRA_MEP_CSV_TEMPLATE_I30,Jira MEP csv template,I30,"Story | This task is for the infrastructure consultant to install the Enterprise Printing Platform. If on-premise, requires the customer to have provided a completed CIM and provisioned the necessary server according to specs provided in the ADW/ADD. | Not Included","IF(TRIM(Table1[[#This Row],[Outward issue link (Blocks) Issue Summary]])="""","""",
   _xlfn.XLOOKUP(Table1[[#This Row],[Outward issue link (Blocks) Issue Summary]],
           Table1[Summary],
           Table1[Issue Type ID])
)",30,REPLACED_BY_JIRA_CSV_EXPORT
WB_JIRA_MEP_CSV_TEMPLATE_K30,Jira MEP csv template,K30,"Story | This task is for the infrastructure consultant to install the Enterprise Printing Platform. If on-premise, requires the customer to have provided a completed CIM and provisioned the necessary server according to specs provided in the ADW/ADD. | Not Included","IF(TRIM(Table1[[#This Row],[Outward issue link (Blocks) Issue Summary 31]])="""","""",
   _xlfn.XLOOKUP(Table1[[#This Row],[Outward issue link (Blocks) Issue Summary 31]],
           Table1[Summary],
           Table1[Issue Type ID])
)",,REPLACED_BY_JIRA_CSV_EXPORT
WB_JIRA_MEP_CSV_TEMPLATE_M30,Jira MEP csv template,M30,"Story | This task is for the infrastructure consultant to install the Enterprise Printing Platform. If on-premise, requires the customer to have provided a completed CIM and provisioned the necessary server according to specs provided in the ADW/ADD. | Not Included","IF(TRIM(Table1[[#This Row],[Outward issue link (Blocks) Issue Summary 32]])="""","""",
   _xlfn.XLOOKUP(Table1[[#This Row],[Outward issue link (Blocks) Issue Summary 32]],
           Table1[Summary],
           Table1[Issue Type ID])
)",,REPLACED_BY_JIRA_CSV_EXPORT
WB_JIRA_MEP_CSV_TEMPLATE_O30,Jira MEP csv template,O30,"Story | This task is for the infrastructure consultant to install the Enterprise Printing Platform. If on-premise, requires the customer to have provided a completed CIM and provisioned the necessary server according to specs provided in the ADW/ADD. | Not Included","IF(TRIM(Table1[[#This Row],[Outward issue link (Blocks) Issue Summary 33]])="""","""",
   _xlfn.XLOOKUP(Table1[[#This Row],[Outward issue link (Blocks) Issue Summary 33]],
           Table1[Summary],
           Table1[Issue Type ID])
)",,REPLACED_BY_JIRA_CSV_EXPORT
WB_JIRA_MEP_CSV_TEMPLATE_Q30,Jira MEP csv template,Q30,"Story | This task is for the infrastructure consultant to install the Enterprise Printing Platform. If on-premise, requires the customer to have provided a completed CIM and provisioned the necessary server according to specs provided in the ADW/ADD. | Not Included","IF(TRIM(Table1[[#This Row],[Outward issue link (Blocks) Issue Summary 34]])="""","""",
   _xlfn.XLOOKUP(Table1[[#This Row],[Outward issue link (Blocks) Issue Summary 34]],
           Table1[Summary],
           Table1[Issue Type ID])
)",,REPLACED_BY_JIRA_CSV_EXPORT
WB_JIRA_MEP_CSV_TEMPLATE_S30,Jira MEP csv template,S30,"Story | This task is for the infrastructure consultant to install the Enterprise Printing Platform. If on-premise, requires the customer to have provided a completed CIM and provisioned the necessary server according to specs provided in the ADW/ADD. | Not Included","IF(TRIM(Table1[[#This Row],[Outward issue link (Blocks) Issue Summary 35]])="""","""",
   _xlfn.XLOOKUP(Table1[[#This Row],[Outward issue link (Blocks) Issue Summary 35]],
           Table1[Summary],
           Table1[Issue Type ID])
)",,REPLACED_BY_JIRA_CSV_EXPORT
WB_JIRA_MEP_CSV_TEMPLATE_Z30,Jira MEP csv template,Z30,"Story | This task is for the infrastructure consultant to install the Enterprise Printing Platform. If on-premise, requires the customer to have provided a completed CIM and provisioned the necessary server according to specs provided in the ADW/ADD. | Not Included","IFERROR(IF(TRIM(Table1[[#This Row],[Epic Name]])="""","""", _xlfn.XLOOKUP(Table1[[#This Row],[Epic Name]], Table1[Summary], Table1[Issue Type ID])), "" "")",1,REPLACED_BY_JIRA_CSV_EXPORT
WB_JIRA_MEP_CSV_TEMPLATE_B31,Jira MEP csv template,B31,Story | This task is for the installation of the EPP print bridge (if required).This is typically used in the scenario where MEP is hosted in the cloud or in a different environment than where the printers are phsyically located and used to establish the connection between the two separate networks.,,30,REPLACED_BY_JIRA_CSV_EXPORT
WB_JIRA_MEP_CSV_TEMPLATE_C31,Jira MEP csv template,C31,Story | This task is for the installation of the EPP print bridge (if required).This is typically used in the scenario where MEP is hosted in the cloud or in a different environment than where the printers are phsyically located and used to establish the connection between the two separate networks.,"IF(Calculations!E15>0,""EPP Print Bridge Installation"",""Not Included - EPP Print Bridge Installation"")",Not Included - EPP Print Bridge Installation,REPLACED_BY_JIRA_CSV_EXPORT
WB_JIRA_MEP_CSV_TEMPLATE_F31,Jira MEP csv template,F31,Story | This task is for the installation of the EPP print bridge (if required).This is typically used in the scenario where MEP is hosted in the cloud or in a different environment than where the printers are phsyically located and used to establish the connection between the two separate networks.,"IFERROR(_xlfn.XLOOKUP(Table1[[#This Row],[Summary]],Calculations!A:A,Calculations!E:E),""Not Included"")",Not Included,REPLACED_BY_JIRA_CSV_EXPORT
WB_JIRA_MEP_CSV_TEMPLATE_G31,Jira MEP csv template,G31,Story | This task is for the installation of the EPP print bridge (if required).This is typically used in the scenario where MEP is hosted in the cloud or in a different environment than where the printers are phsyically located and used to establish the connection between the two separate networks.,"Table1[[#This Row],[Original estimate (in hours)]]",Not Included,REPLACED_BY_JIRA_CSV_EXPORT
WB_JIRA_MEP_CSV_TEMPLATE_I31,Jira MEP csv template,I31,Story | This task is for the installation of the EPP print bridge (if required).This is typically used in the scenario where MEP is hosted in the cloud or in a different environment than where the printers are phsyically located and used to establish the connection between the two separate networks.,"IF(TRIM(Table1[[#This Row],[Outward issue link (Blocks) Issue Summary]])="""","""",
   _xlfn.XLOOKUP(Table1[[#This Row],[Outward issue link (Blocks) Issue Summary]],
           Table1[Summary],
           Table1[Issue Type ID])
)",,REPLACED_BY_JIRA_CSV_EXPORT
WB_JIRA_MEP_CSV_TEMPLATE_K31,Jira MEP csv template,K31,Story | This task is for the installation of the EPP print bridge (if required).This is typically used in the scenario where MEP is hosted in the cloud or in a different environment than where the printers are phsyically located and used to establish the connection between the two separate networks.,"IF(TRIM(Table1[[#This Row],[Outward issue link (Blocks) Issue Summary 31]])="""","""",
   _xlfn.XLOOKUP(Table1[[#This Row],[Outward issue link (Blocks) Issue Summary 31]],
           Table1[Summary],
           Table1[Issue Type ID])
)",,REPLACED_BY_JIRA_CSV_EXPORT
WB_JIRA_MEP_CSV_TEMPLATE_M31,Jira MEP csv template,M31,Story | This task is for the installation of the EPP print bridge (if required).This is typically used in the scenario where MEP is hosted in the cloud or in a different environment than where the printers are phsyically located and used to establish the connection between the two separate networks.,"IF(TRIM(Table1[[#This Row],[Outward issue link (Blocks) Issue Summary 32]])="""","""",
   _xlfn.XLOOKUP(Table1[[#This Row],[Outward issue link (Blocks) Issue Summary 32]],
           Table1[Summary],
           Table1[Issue Type ID])
)",,REPLACED_BY_JIRA_CSV_EXPORT
WB_JIRA_MEP_CSV_TEMPLATE_O31,Jira MEP csv template,O31,Story | This task is for the installation of the EPP print bridge (if required).This is typically used in the scenario where MEP is hosted in the cloud or in a different environment than where the printers are phsyically located and used to establish the connection between the two separate networks.,"IF(TRIM(Table1[[#This Row],[Outward issue link (Blocks) Issue Summary 33]])="""","""",
   _xlfn.XLOOKUP(Table1[[#This Row],[Outward issue link (Blocks) Issue Summary 33]],
           Table1[Summary],
           Table1[Issue Type ID])
)",,REPLACED_BY_JIRA_CSV_EXPORT
WB_JIRA_MEP_CSV_TEMPLATE_Q31,Jira MEP csv template,Q31,Story | This task is for the installation of the EPP print bridge (if required).This is typically used in the scenario where MEP is hosted in the cloud or in a different environment than where the printers are phsyically located and used to establish the connection between the two separate networks.,"IF(TRIM(Table1[[#This Row],[Outward issue link (Blocks) Issue Summary 34]])="""","""",
   _xlfn.XLOOKUP(Table1[[#This Row],[Outward issue link (Blocks) Issue Summary 34]],
           Table1[Summary],
           Table1[Issue Type ID])
)",,REPLACED_BY_JIRA_CSV_EXPORT
WB_JIRA_MEP_CSV_TEMPLATE_S31,Jira MEP csv template,S31,Story | This task is for the installation of the EPP print bridge (if required).This is typically used in the scenario where MEP is hosted in the cloud or in a different environment than where the printers are phsyically located and used to establish the connection between the two separate networks.,"IF(TRIM(Table1[[#This Row],[Outward issue link (Blocks) Issue Summary 35]])="""","""",
   _xlfn.XLOOKUP(Table1[[#This Row],[Outward issue link (Blocks) Issue Summary 35]],
           Table1[Summary],
           Table1[Issue Type ID])
)",,REPLACED_BY_JIRA_CSV_EXPORT
WB_JIRA_MEP_CSV_TEMPLATE_Z31,Jira MEP csv template,Z31,Story | This task is for the installation of the EPP print bridge (if required).This is typically used in the scenario where MEP is hosted in the cloud or in a different environment than where the printers are phsyically located and used to establish the connection between the two separate networks.,"IFERROR(IF(TRIM(Table1[[#This Row],[Epic Name]])="""","""", _xlfn.XLOOKUP(Table1[[#This Row],[Epic Name]], Table1[Summary], Table1[Issue Type ID])), "" "")",1,REPLACED_BY_JIRA_CSV_EXPORT
WB_JIRA_MEP_CSV_TEMPLATE_B32,Jira MEP csv template,B32,Story | CloudOps & infrastructure handles theMEP install. This task is the customer tenant being provisioned & the actual software installed. Ensure that the customer install contains MEPand EPP.,,31,REPLACED_BY_JIRA_CSV_EXPORT
WB_JIRA_MEP_CSV_TEMPLATE_C32,Jira MEP csv template,C32,Story | CloudOps & infrastructure handles theMEP install. This task is the customer tenant being provisioned & the actual software installed. Ensure that the customer install contains MEPand EPP.,"_xlfn.IFS(Estimate!B11=""EPP Cloud"", ""Not Included - MEP Install"", Estimate!B11=""EPP On Prem"", ""Not Included"", Estimate!B11=""MEP Cloud"", ""MEP Cloud Installation"", Estimate!B11=""MEP On Prem"", ""MEP On-Premise Installation"", Estimate!B11=""Platform Move On Prem"", ""MEP On-Premise Installation"", Estimate!B11=""Platform Move To Cloud"", ""MEP Cloud Installation"", Estimate!B11=""Small Project"", ""MEP On-Premise Installation"")",MEP On-Premise Installation,REPLACED_BY_JIRA_CSV_EXPORT
WB_JIRA_MEP_CSV_TEMPLATE_F32,Jira MEP csv template,F32,Story | CloudOps & infrastructure handles theMEP install. This task is the customer tenant being provisioned & the actual software installed. Ensure that the customer install contains MEPand EPP.,"IFERROR(_xlfn.XLOOKUP(Table1[[#This Row],[Summary]],Calculations!A:A,Calculations!E:E),""Not Included"")",0,REPLACED_BY_JIRA_CSV_EXPORT
WB_JIRA_MEP_CSV_TEMPLATE_G32,Jira MEP csv template,G32,Story | CloudOps & infrastructure handles theMEP install. This task is the customer tenant being provisioned & the actual software installed. Ensure that the customer install contains MEPand EPP.,"Table1[[#This Row],[Original estimate (in hours)]]",0,REPLACED_BY_JIRA_CSV_EXPORT
WB_JIRA_MEP_CSV_TEMPLATE_H32,Jira MEP csv template,H32,Story | CloudOps & infrastructure handles theMEP install. This task is the customer tenant being provisioned & the actual software installed. Ensure that the customer install contains MEPand EPP.,C36,Not Included - SSO Setup / Configure,REPLACED_BY_JIRA_CSV_EXPORT
WB_JIRA_MEP_CSV_TEMPLATE_I32,Jira MEP csv template,I32,Story | CloudOps & infrastructure handles theMEP install. This task is the customer tenant being provisioned & the actual software installed. Ensure that the customer install contains MEPand EPP.,"IF(TRIM(Table1[[#This Row],[Outward issue link (Blocks) Issue Summary]])="""","""",
   _xlfn.XLOOKUP(Table1[[#This Row],[Outward issue link (Blocks) Issue Summary]],
           Table1[Summary],
           Table1[Issue Type ID])
)",35,REPLACED_BY_JIRA_CSV_EXPORT
WB_JIRA_MEP_CSV_TEMPLATE_J32,Jira MEP csv template,J32,Story | CloudOps & infrastructure handles theMEP install. This task is the customer tenant being provisioned & the actual software installed. Ensure that the customer install contains MEPand EPP.,C37,Not Included - Solution Orientation Prep,REPLACED_BY_JIRA_CSV_EXPORT
WB_JIRA_MEP_CSV_TEMPLATE_K32,Jira MEP csv template,K32,Story | CloudOps & infrastructure handles theMEP install. This task is the customer tenant being provisioned & the actual software installed. Ensure that the customer install contains MEPand EPP.,"IF(TRIM(Table1[[#This Row],[Outward issue link (Blocks) Issue Summary 31]])="""","""",
   _xlfn.XLOOKUP(Table1[[#This Row],[Outward issue link (Blocks) Issue Summary 31]],
           Table1[Summary],
           Table1[Issue Type ID])
)",36,REPLACED_BY_JIRA_CSV_EXPORT
